lot_status_finished,lot_status_released,contract_date,contract_type,product_name,elevation_name,drafting_drafter,drafting_assigned_on,drafting_finished,engineering_engineer,engineering_sent,engineering_received,plat_engineer,plat_sent,plat_received,permitting_county_name,permitting_submitted,permitting_received,homesiting_completed_by,homesiting_completed_on,bbp_posted,notes
False,False,2024-10-16,SPEC,Westmoreland,,Y.Wang,2024-10-28,2024-11-01,HBS,2024-11-01,,Balzer,2024-11-01,,Blacksburg,,,,,,
False,False,2024-10-16,SPEC,Rowland,,Y.Wang,2024-10-28,2024-11-01,HBS,2024-11-01,,Balzer,2024-11-01,,Blacksburg,,,,,,
False,False,2024-11-01,SPEC,Belmont Terrace,30 - Arts & Crafts,C.Zobel,2024-06-01,2024-06-07,Riverside,2024-06-08,2024-06-21,High Mark,2024-06-15,2024-06-22,Christiansburg,2024-06-26,2024-07-16,R.Arias,2024-11-08T05:00:00.000Z,2024-07-16,This was originally on Lot 52 and was moved to Lot 32 on 11/01/24
False,False,2024-10-11,SPEC,Pearl Ranch,20 - Craftsman,L.Rodgers,2024-11-15,2024-11-21,Kempsville,2024-11-22,2024-12-02,Koontz,2024-11-22,2024-12-03,Henrico,2024-12-04,,R.Arias,2024-12-05T05:00:00.000Z,,
False,False,2024-11-11,Contract,Linden Terrace,30 - Craftsman,C.Zobel,2024-12-09,,Riverside,,,High Mark,,,Christiansburg,,,,,,
False,False,2024-10-15,Contract,Linden Terrace,30 - Craftsman,C.Zobel,2024-11-15,2024-11-20,Riverside,2024-11-20,2024-12-02,Foresite,2024-11-19,2024-11-26,Montgomery,,,R.Arias,2024-11-19T05:00:00.000Z,,late assignment- kf
False,False,2024-10-28,Contract,Linden Terrace,30 - Craftsman,C.Zobel,,,Riverside,,,Foresite,,,Montgomery,,,,,,
False,False,2024-11-01,Contract,Linden Terrace,10 - Traditional,C.Zobel,2024-12-06,,HBS,,,EDA,,,Goochland,,,,,,
False,False,2024-11-25,Contract,Linden III,10 - Traditional,C.Zobel,,,Struc Tech,,,EDA,,,Goochland,,,,,,
False,False,2024-11-25,Contract,Linden III,30 - Craftsman,K.Fadl,2024-12-16,2024-12-23,HBS,2024-12-23,,EDA,2024-12-23,,Goochland,,,,,,
False,False,2024-11-20,Contract,Cedar,20 - Craftsman,K.Fadl,2024-12-09,,Struc Tech,2024-12-17,,EDA,2024-12-17,,Goochland,,,,,,
False,False,2024-11-25,Contract,Linden Terrace,30 - Craftsman,C.Zobel,,,,,,,,,Henrico,,,,,,
False,False,2024-11-18,Contract,Corvallis,40 - European,C.Zobel,,,Struc Tech,,,EDA,,,Goochland,,,,,,"homesite originally 42-6, changed to 40-6 on 11/22/2024."
False,False,2024-12-23,Contract,Westminster,BSE - Arts & Crafts,C.Zobel,2024-12-30,,Riverside,,,Foresite,,,Montgomery,,,,,,
False,False,2024-12-17,Contract,Linden III,30 - Craftsman,C.Zobel,,,Struc Tech,,,EDA,,,Goochland,,,,,,
False,False,2024-12-23,Contract,Carlisle,15 - Arts & Crafts,C.Zobel,,,Struc Tech,,,EDA,,,Goochland,,,,,,
